# 枫语幕词库 1.0 - 冒险岛国际怀旧服专用
# 生成日期：2026-08-12
# 主数据：https://mxdgcw.dvg.cn/（当前GCW资料ID与中英文名）
# NPC补全：https://meowdb.com/msclassic/（按同一NPC ID对齐）
# 技能中文：https://mxd079.dvg.cn/（仅对GCW当前技能ID进行中文名匹配）
# 格式：英文原文<Tab>中文翻译<Tab>分类#资料ID
Fire/Poison Wizard	火毒法师	怀旧服-职业#210
Ice/Lightning Wizard	冰雷法师	怀旧服-职业#220
Cleric	牧师	怀旧服-职业#230
Bowman	弓箭手	怀旧服-职业#300
Hunter	猎人	怀旧服-职业#310
Crossbowman	弩弓手	怀旧服-职业#320
Thief	飞侠	怀旧服-职业#400
Assassin	刺客	怀旧服-职业#410
Bandit	侠客	怀旧服-职业#420
Three Snails	蜗牛投掷术	怀旧服-技能#1000
Recovery	恢复	怀旧服-技能#1001
Nimble Feet	轻盈脚步	怀旧服-技能#1002
Improved HP Recovery	生命恢复	怀旧服-技能#1000000
Max HP Increase	生命强化	怀旧服-技能#1000001
Precise Strikes	精准打击	怀旧服-技能#1000002
Iron Body	铁甲术	怀旧服-技能#1001000
Power Strike	强力攻击	怀旧服-技能#1001001
Slash Blast	群体攻击	怀旧服-技能#1001002
Sword Mastery	精准剑	怀旧服-技能#1100000
Axe Mastery	精准斧	怀旧服-技能#1100001
Final Attack: Sword	终极剑	怀旧服-技能#1101000
Final Attack: Axe	终极斧	怀旧服-技能#1101001
Sword Booster	快速剑	怀旧服-技能#1101002
Axe Booster	快速斧	怀旧服-技能#1101003
Rage	愤怒之火	怀旧服-技能#1101004
Power Guard	伤害反击	怀旧服-技能#1101005
Blunt Weapon Mastery	精准钝器	怀旧服-技能#1200001
Final Attack: Blunt Weapon	终极钝器	怀旧服-技能#1201001
Blunt Weapon Booster	快速钝器	怀旧服-技能#1201003
Threaten	威胁	怀旧服-技能#1201004
Spear Mastery	精准枪	怀旧服-技能#1300000
Polearm Mastery	精准矛	怀旧服-技能#1300001
Final Attack: Spear	终极枪	怀旧服-技能#1301000
Final Attack: Polearm	终极矛	怀旧服-技能#1301001
Spear Booster	快速枪	怀旧服-技能#1301002
Polearm Booster	快速矛	怀旧服-技能#1301003
Iron Will	钢铁意志	怀旧服-技能#1301004
Hyper Body	神圣之火	怀旧服-技能#1301005
Improved MP Recovery	魔力恢复	怀旧服-技能#2000000
Max MP Increase	魔力强化	怀旧服-技能#2000001
Magic Guard	魔法盾	怀旧服-技能#2001000
Magic Armor	魔法铠甲	怀旧服-技能#2001001
Energy Bolt	魔法弹	怀旧服-技能#2001002
Magic Claw	魔法双击	怀旧服-技能#2001003
MP Eater	魔力吸收	怀旧服-技能#2100000
Meditation	精神力	怀旧服-技能#2101000
Teleport	瞬间移动	怀旧服-技能#2101001
Slow	缓速术	怀旧服-技能#2101002
Fire Arrow	火焰箭	怀旧服-技能#2101003
Poison Breath	毒雾术	怀旧服-技能#2101004
Cold Beam	冰冻术	怀旧服-技能#2201003
Thunder Bolt	雷电术	怀旧服-技能#2201004
Heal	群体治愈	怀旧服-技能#2301001
Invincible	神之保护	怀旧服-技能#2301002
Bless	祝福	怀旧服-技能#2301003
Holy Arrow	圣箭术	怀旧服-技能#2301004
Critical Shot	强力箭	怀旧服-技能#3000000
Amazon's Judgement	亚马逊的祝福	怀旧服-技能#3000001
The Eye of Amazon	亚马逊之眼	怀旧服-技能#3000002
Focus	集中术	怀旧服-技能#3001000
Arrow Blow	断魂箭	怀旧服-技能#3001001
Double Shot	二连射	怀旧服-技能#3001002
Bow Mastery	精准弓	怀旧服-技能#3100000
Final Attack: Bow	终极弓	怀旧服-技能#3101000
Bow Booster	快速弓	怀旧服-技能#3101001
Power Knockback	强弓	怀旧服-技能#3101002
Soul Arrow: Bow	无形箭：弓	怀旧服-技能#3101003
Arrow Bomb: Bow	爆炸箭：弓	怀旧服-技能#3101004
Crossbow Mastery	精准弩	怀旧服-技能#3200000
Final Attack: Crossbow	终极弩	怀旧服-技能#3201000
Crossbow Booster	快速弩	怀旧服-技能#3201001
Soul Arrow: Crossbow	无形箭：弩	怀旧服-技能#3201003
Iron Arrow: Crossbow	穿透箭：弩	怀旧服-技能#3201004
Nimble Body	集中术	怀旧服-技能#4000000
Keen Eyes	远程暗器	怀旧服-技能#4000001
Disorder	诅咒术	怀旧服-技能#4001000
Dark Sight	隐身术	怀旧服-技能#4001001
Double Stab	二连击	怀旧服-技能#4001002
Lucky Seven	双飞斩	怀旧服-技能#4001003
Claw Mastery	精准暗器	怀旧服-技能#4100000
Critical Throw	强力投掷	怀旧服-技能#4100001
Critical Recovery	恢复术	怀旧服-技能#4100002
Claw Booster	快速暗器	怀旧服-技能#4101000
Haste	轻功	怀旧服-技能#4101001
Drain	吸血术	怀旧服-技能#4101002
Dagger Mastery	精准短刀	怀旧服-技能#4200000
Nimble Recovery	恢复术	怀旧服-技能#4200001
Dagger Booster	快速短刀	怀旧服-技能#4201000
Steal	偷窃术	怀旧服-技能#4201002
Savage Blow	六连斩	怀旧服-技能#4201003
Borrowing Sera's Mirror	借来莎丽的镜子	怀旧服-任务#1000
Bringing a Mirror to Heena	给希娜弄来镜子	怀旧服-任务#1001
Roger's Apple	罗杰和苹果	怀旧服-任务#1002
What Sen wants to eat	珊想吃的是什么？	怀旧服-任务#1003
Returning to Nina	回到妮娜的住所	怀旧服-任务#1004
Todd's How-to-Hunt	透德的打猎方法	怀旧服-任务#1005
Sam's Suggestion	叁的建议	怀旧服-任务#1006
Letter for Lucas	传递信件	怀旧服-任务#1007
Lucas' Reply	长老的回信	怀旧服-任务#1008
Mai's Training	麦加的锻炼	怀旧服-任务#1009
Mai's Final Training	麦加的最后锻炼	怀旧服-任务#1010
Biggs's Collection of Items	瑞恩的冒险岛问答3	怀旧服-任务#1011
Pio's Collecting Recycled Goods	皮奥的垃圾回收	怀旧服-任务#1012
Rain's Maple Quiz 1	瑞恩的冒险岛问答1	怀旧服-任务#1013
Rain's Maple Quiz 2	瑞恩的冒险岛问答2	怀旧服-任务#1014
Rain's Maple Quiz 3	瑞恩的冒险岛问答3	怀旧服-任务#1015
Rain's Maple Quiz 4	瑞恩的冒险岛问答4	怀旧服-任务#1016
Rain's Maple Quiz 5	瑞恩的冒险岛问答5	怀旧服-任务#1017
Rain's Maple Quiz 6	瑞恩的冒险岛问答6	怀旧服-任务#1018
Rain's Maple Quiz 7	瑞恩的冒险岛问答7	怀旧服-任务#1019
Olaf's First Training	奥拉夫的训练	怀旧服-任务#10000
Phil’s Call	菲尔的召唤	怀旧服-任务#10001
Jane and the Mushroom	珍和蘑菇	怀旧服-任务#10002
Jane's First Challenge	简的第一次挑战	怀旧服-任务#10003
Jane's Second Challenge	简的第二次挑战	怀旧服-任务#10004
Jane's Final Challenge	简的最后挑战	怀旧服-任务#10005
[Deep Forest of Patience] John's Pink Flower Basket	【忍耐之林】约翰的粉色花篮	怀旧服-任务#10006
[Deep Forest of Patience] John's Present	【忍耐之林】约翰的礼物	怀旧服-任务#10007
[Deep Forest of Patience] John's Last Present	【忍耐之林】约翰最后的礼物	怀旧服-任务#10008
Olaf's Second Training	奥拉夫的第二次训练	怀旧服-任务#10009
Teo's Weird Hobby	特奥奇怪的爱好	怀旧服-任务#10010
Teo's Even Weirder Hobby	特奥更奇怪的爱好	怀旧服-任务#10011
Mrs. Ming Ming's First Worry	明明女士的第一个担心	怀旧服-任务#10100
Mrs. Ming Ming's Second Worry	明明女士的第二个担心	怀旧服-任务#10101
Estelle's Request	胡小姐的拜托	怀旧服-任务#10102
Estelle's Special Sauce	胡小姐的特制酱油	怀旧服-任务#10103
Pia and the Blue Mushroom	皮亚和蓝蘑菇	怀旧服-任务#10104
Camila's Gem	卡米拉的玻璃珠	怀旧服-任务#10105
Maya of Henesys	射手村的玛雅	怀旧服-任务#10106
Finding Sophia	找素菲亚	怀旧服-任务#10107
Making a Sparkling Rock	闪耀石头的材料	怀旧服-任务#10108
Arcon's Blood?	变异蘑菇的血1	怀旧服-任务#10109
Getting Arcon's Blood	变异蘑菇的血2	怀旧服-任务#10110
Making Sparkling Rock	制作闪耀的石头	怀旧服-任务#10111
Delivering the Weird Medicine	送奇怪的药	怀旧服-任务#10112
Luke the Security Guy	迷宫入口的守卫兵，鲁克	怀旧服-任务#10113
Luke the Security Guy's Wish to Travel	警卫卢克想去旅行	怀旧服-任务#10114
Maya's First Collection	玛雅的第一次收集	怀旧服-任务#10115
Maya's Second Collection	玛雅的第二次收集	怀旧服-任务#10116
Maya's Third Collection	玛雅的第三次收集	怀旧服-任务#10117
Maya's Last Collection	玛雅最后的收集	怀旧服-任务#10118
Pia's Present For a Friend	为朋友的礼物	怀旧服-任务#10119
Looking for the Red Cape	找回红色披风	怀旧服-任务#10120
What Pia has Borrowed	皮亚借的物品	怀旧服-任务#10121
Pia’s Gift	皮亚的礼物	怀旧服-任务#10122
The Reason Behind the Mushroom Studies	研究蘑菇怪物的理由	怀旧服-任务#10123
I Need to Find My Daughter 1	寻找女儿1	怀旧服-任务#10124
I Need to Find My Daughter 2	寻找女儿2	怀旧服-任务#10125
Arwen and the Glass Shoe	艾温的玻璃鞋	怀旧服-任务#10200
Collecting 50 Cursed Dolls	收集50个诅咒娃娃	怀旧服-任务#10201
Collecting 70 Cursed Dolls	收集70个诅咒娃娃	怀旧服-任务#10202
Collecting 100 Cursed Dolls	收集100个诅咒娃娃	怀旧服-任务#10203
Collecting 150 Cursed Dolls	收集150个诅咒娃娃	怀旧服-任务#10204
Collecting 200 Cursed Dolls	收集200个诅咒娃娃	怀旧服-任务#10205
First Material for Building a New House	为盖房子需要的材料1	怀旧服-任务#10206
Second Material for Building a New House	为盖房子需要的材料2	怀旧服-任务#10207
Third Material for Building a New House	为盖房子需要的材料3	怀旧服-任务#10208
Last Material for Building a New House	为盖房子需要的最后材料	怀旧服-任务#10209
I Need Help on My Homework!	帮忙写作业	怀旧服-任务#10210
How to Enjoy Mushrooms	蘑菇的美味吃法	怀旧服-任务#10211
How to Enjoy Mushrooms Even More	蘑菇更美味的吃法	怀旧服-任务#10212
Alex's Request	阿勒斯的拜托	怀旧服-任务#10300
Talking to Stan	说服长老斯坦	怀旧服-任务#10301
Mother's Gold Watch	母亲的金表	怀旧服-任务#10302
Don Hwang's Request	防具店老板的拜托	怀旧服-任务#10303
Shumi's Request	休咪的拜托	怀旧服-任务#10304
Andre's Request	安德里亚的拜托	怀旧服-任务#10305
Dr. Faymus's Request	药店老板的拜托	怀旧服-任务#10306
Chris's Request	克利思	怀旧服-任务#10307
Cutthroat Manny's Request	曼斯塔的拜托	怀旧服-任务#10308
Stranger's Request	陌生女人的拜托	怀旧服-任务#10309
Stranger's Identity	陌生女人的真相	怀旧服-任务#10310
Proof of Companionship	同伴的证明	怀旧服-任务#10311
[Construction Site B1] Shumi's Lost Coin	【工地B1】休咪丢失的硬币	怀旧服-任务#10312
[Construction Site B2] Shumi's Lost Roll of Cash	【工地B2】休咪丢失的一卷现金	怀旧服-任务#10313
[Construction Site B3] Shumi's Lost Sack of Cash	【工地B3】休咪丢失的钱袋	怀旧服-任务#10314
I'm Bored 1	好无聊1	怀旧服-任务#10315
I'm Bored 2	好无聊2	怀旧服-任务#10316
Icarus's Hang Glider	伊卡路斯的滑翔翼	怀旧服-任务#10317
Icarus and the Balloon	伊卡路斯的热气球	怀旧服-任务#10318
In search of Wing the Fairy	寻找妖精维英…	怀旧服-任务#10319
The Ingredients for the Flying Pill	飞天药水的材料	怀旧服-任务#10320
Delivering the Flying Pill	传达飞天药水	怀旧服-任务#10321
Fixing Blackbull's House	酋长的家修理	怀旧服-任务#10400
Building a New House For Blackbull	酋长盖房子	怀旧服-任务#10401
Old Gladius	旧军刀	怀旧服-任务#10402
Reawakening the Gladius	军刀的重新觉醒	怀旧服-任务#10403
Hero's Gladius	英雄的战剑	怀旧服-任务#10404
Searching for Fossils	要找化石。。。	怀旧服-任务#10405
Delivering a Box of Fossils	运送一箱化石	怀旧服-任务#10406
Research on Plant Fossils	植物化石研究	怀旧服-任务#10407
Research on Animal Fossils	动物化石研究	怀旧服-任务#10408
Transporting Drake's Skull	运送龙之头骨	怀旧服-任务#10409
Progress on Fossil Research	化石研究成果	怀旧服-任务#10410
The Stump Horror Story	木妖好可怕	怀旧服-任务#10411
Taking Out the Alligators 1	消灭鳄鱼1	怀旧服-任务#10412
Taking Out the Alligators 2	消灭鳄鱼2	怀旧服-任务#10413
A Clue to the Secret Book	秘密之书	怀旧服-任务#10500
Hungry Ronnie	肚子饿得洛尼	怀旧服-任务#10501
Still Hungry Ronnie	还是很饿的罗尼	怀旧服-任务#10502
Secret to Unagi Special	特制烤鳗鱼的秘密	怀旧服-任务#10503
Rina’s Unagi Special	丽娜的鳗鱼特餐	怀旧服-任务#10504
Thirsty Ronnie	口渴的罗尼	怀旧服-任务#10505
Cold Milk	牛奶	怀旧服-任务#10506
Satisfied Ronnie	心满意足的罗尼	怀旧服-任务#10507
Returned Secret Book	秘密之书回收	怀旧服-任务#10508
[Forest of Patience] Sabitrama and the Diet Medicine	【忍耐之林】萨比特拉玛和减肥药	怀旧服-任务#10509
[Forest of Patience] Sabitrama's Anti-Aging Medicine	【忍耐之林】萨比特拉玛的不老药	怀旧服-任务#10510
Zelya's Map	泽莉娅的地图	怀旧服-任务#10600
Natural Adhesive	天然黏合剂	怀旧服-任务#10601
The Road Back Home	回家的路	怀旧服-任务#10602
Old Friends	旧日朋友	怀旧服-任务#10603
Myra’s Old Friend	米拉的老朋友	怀旧服-任务#10604
Special Taste of Florina Beach I	黄金海岸的特别味道 I	怀旧服-任务#10700
Special Taste of Florina Beach II	黄金海滩的特色菜Ⅱ	怀旧服-任务#10701
Special Taste of Florina Beach III	黄金海滩的特色菜Ⅲ	怀旧服-任务#10702
Special Taste of Florina Beach IV	黄金海岸的特别味道 IV	怀旧服-任务#10703
The Warrior's Next Journey	战士的下一段旅程	怀旧服-任务#20000
Finding the Instructor	寻找教官	怀旧服-任务#20001
Test of Qualification	资格测试	怀旧服-任务#20002
Proof of Qualification	资格证明	怀旧服-任务#20003
The Magician's Next Journey	魔法师的下一段旅程	怀旧服-任务#20100
The Bowman's Next Journey	弓箭手的下一段旅程	怀旧服-任务#20200
The Thief's Next Journey	飞侠的下一段旅程	怀旧服-任务#20300
"Mar" the Fairy and the Water of Life	妖精“玛尔”和生命之水	怀旧服-任务#80000
Make a Match Cards Set	制作记忆卡套组	怀旧服-任务#80001
Make a Slime & Mushroom Omok Set	制作绿水灵与蘑菇五子棋套组	怀旧服-任务#80002
Make a Slime & Pig Omok Set	制作绿水灵与猪五子棋套组	怀旧服-任务#80003
Make a Slime & Octopus Omok Set	制作绿水灵与章鱼五子棋套组	怀旧服-任务#80004
Make a Pig & Mushroom Omok Set	制作猪与蘑菇五子棋套组	怀旧服-任务#80005
Make a Octopus & Mushroom Omok Set	制作章鱼与蘑菇五子棋套组	怀旧服-任务#80006
Make a Pig & Octopus Omok Set	制作猪与章鱼五子棋套组	怀旧服-任务#80007
Silas Irons in Need of an Apprentice	西拉斯·艾恩斯需要学徒	怀旧服-任务#80008
A Blacksmith in My Own Right!	我也是独当一面的铁匠了！	怀旧服-任务#80009
Silas Irons in Need of Help	西拉斯·艾恩斯需要帮助	怀旧服-任务#80010
Mr. Thunder in Need of an Apprentice	雷先生需要学徒	怀旧服-任务#80011
A Weaponcrafter in My Own Right!	我也是独当一面的武器匠了！	怀旧服-任务#80012
Mr. Thunder in Need of Help	雷先生需要帮助	怀旧服-任务#80013
Francois in Need of an Apprentice	弗朗索瓦需要学徒	怀旧服-任务#80014
A Tailor in My Own Right!	我也是独当一面的裁缝了！	怀旧服-任务#80015
Francois in Need of Help	弗朗索瓦需要帮助	怀旧服-任务#80016
Vicious in Need of an Apprentice	维西需要学徒	怀旧服-任务#80017
A Carpenter in My Own Right!	我也是独当一面的木匠了！	怀旧服-任务#80018
Vicious in Need of Help	维西需要帮助	怀旧服-任务#80019
JM From tha Streetz Looking for a Partner	街头的JM正在寻找伙伴	怀旧服-任务#80020
A Leatherworker in My Own Right!	我也是独当一面的皮革工匠了！	怀旧服-任务#80021
JM From tha Streetz in Need of Help	街头的JM需要帮助	怀旧服-任务#80022
Chrishrama in Need of an Apprentice	克里斯拉玛需要学徒	怀旧服-任务#80023
An Arcforger in My Own Right!	我也是独当一面的秘法锻造师了！	怀旧服-任务#80024
Chrishrama in Need of Help	克里斯拉玛需要帮助	怀旧服-任务#80025
[Event] A Strange and Familiar Wood	【活动】陌生又熟悉的树林	怀旧服-任务#500000
[Event] Beyond the Unknown	【活动】未知的彼端	怀旧服-任务#500001
[Event] The One Who Sealed the Darkness	【活动】封印黑暗之人	怀旧服-任务#500002
[Event] Gathering Leaves	【活动】收集枫叶	怀旧服-任务#500005
[Event] Gift for the New Journey	【活动】新旅程的礼物	怀旧服-任务#500006
Mushroom Town - West Entrance	蘑菇镇 - 西入口	怀旧服-地图#1
Maple Road	冒险岛之路	怀旧服-地区#1
Mushroom Town	蘑菇镇	怀旧服-地图#10
Mushroom Town Townstreet	蘑菇镇街道	怀旧服-地图#21
East Entrance to Mushroom Town	蘑菇镇东入口	怀旧服-地图#30
Snail Hunting Ground I	蜗牛狩猎场 I	怀旧服-地图#40
Snail Hunting Ground II	蜗牛狩猎场 II	怀旧服-地图#41
Snail Hunting Ground III	蜗牛狩猎场 III	怀旧服-地图#42
A Split Road	岔路	怀旧服-地图#50
Southperry	南港	怀旧服-地图#60
Southperry Armor Store	南港防具店	怀旧服-地图#61
The Field West of Amherst	彩虹村西边草原	怀旧服-地图#1000
Rainbow Street	彩虹街	怀旧服-地区#1000
In a Small Forest	小森林	怀旧服-地图#1001
Dangerous Forest	危险森林	怀旧服-地图#1002
Mushroom Garden	蘑菇花园	怀旧服-地图#1003
Snail Garden	蜗牛花园	怀旧服-地图#1004
Hunting Ground Middle of the Forest I	森林中央狩猎场 I	怀旧服-地图#1005
Hunting Ground Middle of the Forest II	森林中央狩猎场 II	怀旧服-地图#1006
Amherst	彩虹村	怀旧服-地图#1010
Amherst Weapon Store	彩虹村武器店	怀旧服-地图#1011
Amherst Townstreet	彩虹村街道	怀旧服-地图#1012
Amherst Department Store	彩虹村百货商店	怀旧服-地图#1013
Snail Field of Flowers	蜗牛花田	怀旧服-地图#1014
The Field East of Amherst	彩虹村东边草原	怀旧服-地图#1020
Tomato Field	番茄田	怀旧服-地图#1021
Lith Harbor	明珠港	怀旧服-地图#10000000
Victoria Road	维多利亚路	怀旧服-地区#10000000
Lith Harbor Armor Shop	明珠港防具店	怀旧服-地图#10000001
Lith Harbor Department Store	明珠港百货商店	怀旧服-地图#10000002
Lith Harbor Weapon Shop	明珠港武器店	怀旧服-地图#10000003
Right Around Lith Harbor	明珠港周边	怀旧服-地图#10000010
Thicket Around the Beach I	海滩边的灌木丛 I	怀旧服-地图#10000011
Thicket Around the Beach II	海滩边的灌木丛 II	怀旧服-地图#10000012
Thicket Around the Beach III	海滩边的灌木丛 III	怀旧服-地图#10000013
3-Way Road-Split	三岔路口	怀旧服-地图#10000020
The Pig Beach	猪的海岸	怀旧服-地图#10000021
Hidden Street	隐藏地图	怀旧服-地区#10000021
Beach Hunting Ground	海滩狩猎场	怀旧服-地图#10000022
Henesys	射手村	怀旧服-地图#10001000
Henesys Townstreet	射手村街道	怀旧服-地图#10001001
An Empty House	空屋	怀旧服-地图#10001002
Pig Park	猪猪公园	怀旧服-地图#10001003
Pig Park II	猪猪公园 II	怀旧服-地图#10001004
Someone Else's House	别人的家	怀旧服-地图#10001005
The Resting Spot, Pig Park	猪猪公园休息处	怀旧服-地图#10001006
Henesys Hunting Ground I	射手村狩猎场 I	怀旧服-地图#10001010
Henesys Hunting Ground II	射手村狩猎场 II	怀旧服-地图#10001011
Henesys Hunting Ground III	射手村狩猎场 III	怀旧服-地图#10001012
A Hill West of Henesys	射手村西边小山	怀旧服-地图#10001020
Forest West of Henesys	射手村西边森林	怀旧服-地图#10001030
Henesys Market	射手村市场	怀旧服-地图#10001040
Henesys Weapon Store	射手村武器店	怀旧服-地图#10001041
Henesys Department Store	射手村百货商店	怀旧服-地图#10001042
Henesys Plastic Surgery	射手村整形院	怀旧服-地图#10001043
Henesys Hair Salon	射手村美发店	怀旧服-地图#10001044
Henesys Skin-Care	射手村护肤中心	怀旧服-地图#10001045
Henesys Park	射手村公园	怀旧服-地图#10001050
Bowman Instructional School	弓箭手培训中心	怀旧服-地图#10001051
Pet-Walking Road	宠物散步路	怀旧服-地图#10001052
The Hill East of Henesys	射手村东边小山	怀旧服-地图#10001060
The Rain-Forest East of Henesys	射手村东边雨林	怀旧服-地图#10001070
The Forest East of Henesys	射手村东边森林	怀旧服-地图#10001080
The Blue Mushroom Forest	蓝蘑菇森林	怀旧服-地图#10001081
Utah's Pig Farm	犹他的猪农场	怀旧服-地图#10001082
The Road to the Dungeon	通往地牢的路	怀旧服-地图#10001090
Warning Street	危险地区	怀旧服-地区#10001090
Henesys Dungeon Entrance	射手村迷宫入口	怀旧服-地图#10001100
The Breathing Rock	会呼吸的岩石	怀旧服-地图#10001101
The Entrance of Golem's Temple	石巨人寺院入口	怀旧服-地图#10001102
Golem's Temple I	石巨人寺院 I	怀旧服-地图#10001103
Golem's Temple II	石巨人寺院 II	怀旧服-地图#10001104
Golem's Temple III	石巨人寺院 III	怀旧服-地图#10001105
Golem's Temple IV	石巨人寺院 IV	怀旧服-地图#10001106
Ellinia	魔法密林	怀旧服-地图#10002000
Ellinia Weapon Store	魔法密林武器店	怀旧服-地图#10002001
Ellinia Department Store	魔法密林百货商店	怀旧服-地图#10002002
Magic Library	魔法图书馆	怀旧服-地图#10002003
Marr's Forest	玛尔的森林	怀旧服-地图#10002004
The Field South of Ellinia	魔法密林南部草原	怀旧服-地图#10002010
The Forest of Wisdom	智慧森林	怀旧服-地图#10002020
Monkey Forest I	猴子森林 I	怀旧服-地图#10002021
Tree Dungeon, Monkey Forest I	树洞迷宫：猴子森林 I	怀旧服-地图#10002022
Monkey Forest II	猴子森林 II	怀旧服-地图#10002023
Tree Dungeon, Monkey Forest II	树洞迷宫：猴子森林 II	怀旧服-地图#10002024
The Forest of Evil I	邪恶森林 I	怀旧服-地图#10002025
The Forest of Evil II	邪恶森林 II	怀旧服-地图#10002026
Downstairs at the Forest	森林下层	怀旧服-地图#10002027
The Forest South of Ellinia	魔法密林南部森林	怀旧服-地图#10002030
Dungeon, Southern Forest I	迷宫：南部森林 I	怀旧服-地图#10002031
Dungeon, Southern Forest II	迷宫：南部森林 II	怀旧服-地图#10002032
Dungeon, Southern Forest III	迷宫：南部森林 III	怀旧服-地图#10002033
Dungeon, Southern Forest IV	迷宫：南部森林 IV	怀旧服-地图#10002034
The Forest of Patience <Step 1>	忍耐森林 <阶段 1>	怀旧服-地图#10002040
The Forest of Patience <Step 2>	忍耐森林 <阶段 2>	怀旧服-地图#10002041
The Forest of Patience <Step 3>	忍耐森林 <阶段 3>	怀旧服-地图#10002042
The Forest of Patience <Step 4>	忍耐森林 <阶段 4>	怀旧服-地图#10002043
The Forest of Patience <Step 5>	忍耐森林 <阶段 5>	怀旧服-地图#10002044
The Field Up North of Ellinia	魔法密林北部草原	怀旧服-地图#10002050
The Tree That Grew I	成长之树 I	怀旧服-地图#10002060
The Tree That Grew II	成长之树 II	怀旧服-地图#10002061
The Tree That Grew III	成长之树 III	怀旧服-地图#10002062
The Forest North of Ellinia	魔法密林北部森林	怀旧服-地图#10002070
The Tree Tunnel At the Forest Up North	北部森林树洞	怀旧服-地图#10002071
Tree Dungeon, Forest Up North I	树洞迷宫：北部森林 I	怀旧服-地图#10002072
Tree Dungeon, Forest Up North II	树洞迷宫：北部森林 II	怀旧服-地图#10002073
Tree Dungeon, Forest Up North III	树洞迷宫：北部森林 III	怀旧服-地图#10002074
Tree Dungeon, Forest Up North IV	树洞迷宫：北部森林 IV	怀旧服-地图#10002075
Tree Dungeon, Forest Up North V	树洞迷宫：北部森林 V	怀旧服-地图#10002076
Tree Dungeon, Forest Up North VI	树洞迷宫：北部森林 VI	怀旧服-地图#10002080
Tree Dungeon, Forest Up North VII	树洞迷宫：北部森林 VII	怀旧服-地图#10002081
Tree Dungeon, Forest Up North VIII	树洞迷宫：北部森林 VIII	怀旧服-地图#10002082
Tree Dungeon, Forest Up North IX	树洞迷宫：北部森林 IX	怀旧服-地图#10002083
Kerning City	废弃都市	怀旧服-地图#10003000
Kerning City Self-Defence Item Store	废弃都市防身用品店	怀旧服-地图#10003001
Kerning City Pharmacy	废弃都市药店	怀旧服-地图#10003002
Thieves' Hideout	盗贼藏身处	怀旧服-地图#10003003
Niora Hospital	尼奥拉医院	怀旧服-地图#10003004
Kerning City Hair Salon	废弃都市美发店	怀旧服-地图#10003005
Kerning City Repair Shop	废弃都市修理店	怀旧服-地图#10003006
Kerning City Construction Site	废弃都市施工现场	怀旧服-地图#10003010
Caution Falling Down	小心坠落	怀旧服-地图#10003011
L Forest I	L森林 I	怀旧服-地图#10003020
L Forest II	L森林 II	怀旧服-地图#10003030
